policy_domain,app_name,package_name,review_text,rating
Digital_Governance,DigiLocker,com.digilocker.android,pathetic experience....unable to upload or share documents....very troubling experience,1
Digital_Governance,DigiLocker,com.digilocker.android,very good app,5
Digital_Governance,DigiLocker,com.digilocker.android,"for devlper yarr apne aap to aachachaa banaya hai par ye kuch dino baad fir login ke liye kyu bolate ho login karte karte halat kharab ho jata hai ye karo vo karo, to dekh lijiye thoda es essu ko please 🙃",3
Digital_Governance,DigiLocker,com.digilocker.android,completely waste of time and money.,1
Digital_Governance,DigiLocker,com.digilocker.android,"Digilocker is a very useful app. You can keep all your important documents safely in one place. Easy to use, fast access, direct acceptance in government offices too. Very helpful app! The app is very slow, documents take a long time to load.",5
Digital_Governance,DigiLocker,com.digilocker.android,good app,5
Digital_Governance,DigiLocker,com.digilocker.android,super,5
Digital_Governance,DigiLocker,com.digilocker.android,very good app 👍👍,5
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,Worst App!!!!😡,1
Digital_Governance,DigiLocker,com.digilocker.android,good 👍 app,5
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,not opening up,1
Digital_Governance,DigiLocker,com.digilocker.android,👍👍,5
Digital_Governance,DigiLocker,com.digilocker.android,vari good,5
Digital_Governance,DigiLocker,com.digilocker.android,🥰veryGood app thank u indian gornament jai bharath🇮🇳🙏,5
Digital_Governance,DigiLocker,com.digilocker.android,I had paid money to change the address of my adhaar card but the address is not changed only cheater,1
Digital_Governance,DigiLocker,com.digilocker.android,"Face authentication bilkul kaam nahi kar raha hai. Har baar 'session is expired, please try again' dikhata hai. Please iss issue ko jaldi fix karein, kyunki verification complete nahi ho paa raha hai!!!",3
Digital_Governance,DigiLocker,com.digilocker.android,Nice 👍,5
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,Unable to authenticate my aadhar,1
Digital_Governance,DigiLocker,com.digilocker.android,very good 😊,5
Digital_Governance,DigiLocker,com.digilocker.android,very easy and fast,5
Digital_Governance,DigiLocker,com.digilocker.android,i am unable to verify my adhaar and able to access my credentials even though my adhaar registered on digilocker,1
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,The app is not opening.,1
Digital_Governance,DigiLocker,com.digilocker.android,Doesn't work.,1
Digital_Governance,DigiLocker,com.digilocker.android,"If a BMTC passenger wants to use this app to show ID proof during travel, it is recommended to keep a physical copy - I was asked to deboard due to app sign in taking too long.",2
Digital_Governance,DigiLocker,com.digilocker.android,very good,4
Digital_Governance,DigiLocker,com.digilocker.android,nice app,4
Digital_Governance,DigiLocker,com.digilocker.android,All my saved documents have been deleted. Cannot find them now. Why?,5
Digital_Governance,DigiLocker,com.digilocker.android,It never works when needed.,1
Digital_Governance,DigiLocker,com.digilocker.android,nice excellent work,5
Digital_Governance,DigiLocker,com.digilocker.android,easy use and good,5
Digital_Governance,DigiLocker,com.digilocker.android,good 👍,5
Digital_Governance,DigiLocker,com.digilocker.android,very nice 👍❤️❤️👍👍❤️👍👍❤️👍👍❤️❤️,5
Digital_Governance,DigiLocker,com.digilocker.android,👍,1
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,this app in not installing it cancelling automatically after installation i trying from past 6days,1
Digital_Governance,DigiLocker,com.digilocker.android,"Does not function properly, every time ask for verification. No good support from back end team, in spite of repetitive tickets generation.",1
Digital_Governance,DigiLocker,com.digilocker.android,us app,5
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,happy,5
Digital_Governance,DigiLocker,com.digilocker.android,🥰🥰🥰,5
Digital_Governance,DigiLocker,com.digilocker.android,thanks I don't need to carry my DL 😁 🤣🤣 and one question with developer mode on why it says to switch it off first 🥲 doo something for it plz,4
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,good 👍 👍,5
Digital_Governance,DigiLocker,com.digilocker.android,Excellent performance 👍,5
Digital_Governance,DigiLocker,com.digilocker.android,bahut badhiya app hai yah dijiye locker mujhe bahut achcha Laga,4
Digital_Governance,DigiLocker,com.digilocker.android,karo kuch karta kuch aur hai bekaar hai,1
Digital_Governance,DigiLocker,com.digilocker.android,app keeps crashing,1
Digital_Governance,DigiLocker,com.digilocker.android,very bad,1
Digital_Governance,DigiLocker,com.digilocker.android,ok,4
Digital_Governance,DigiLocker,com.digilocker.android,nice 👍,4
Digital_Governance,DigiLocker,com.digilocker.android,good work,4
Digital_Governance,DigiLocker,com.digilocker.android,password problem sir password not generate problem sir,1
Digital_Governance,DigiLocker,com.digilocker.android,faltu app hai roaz resete ho jata hai 😡🤬,1
Digital_Governance,DigiLocker,com.digilocker.android,very worst experience in this app I hate it,1
Digital_Governance,DigiLocker,com.digilocker.android,bad,1
Digital_Governance,DigiLocker,com.digilocker.android,"I can't find my 10, 12 certificate.showing issuer not available",1
Digital_Governance,DigiLocker,com.digilocker.android,nice,3
Digital_Governance,DigiLocker,com.digilocker.android,nice app,5
Digital_Governance,DigiLocker,com.digilocker.android,Very Wonderful 💯😊💯,5
Digital_Governance,DigiLocker,com.digilocker.android,isme indane lpg gas ka subscription vouture ka option nahi hai..only hp gas and bharat gas ka option hai,1
Digital_Governance,DigiLocker,com.digilocker.android,🙏👏👏India's first and own masterpiece app which helps million of people .,5
Digital_Governance,DigiLocker,com.digilocker.android,Make it better the interface,1
Digital_Governance,DigiLocker,com.digilocker.android,usefull,5
Digital_Governance,DigiLocker,com.digilocker.android,good but not getting my ssc memo there just 2019 I need 21 22 batch it does not providing railways asking tha digital locker memo so provide it telangana state upload tha ssc years immediately,3
Digital_Governance,DigiLocker,com.digilocker.android,bahut achcha hai,5
Digital_Governance,DigiLocker,com.digilocker.android,good app,5
Digital_Governance,DigiLocker,com.digilocker.android,Loved so much 💗,5
Digital_Governance,DigiLocker,com.digilocker.android,ok,5
Digital_Governance,DigiLocker,com.digilocker.android,some time issue on opening documents file,4
Digital_Governance,DigiLocker,com.digilocker.android,Easy service,5
Digital_Governance,DigiLocker,com.digilocker.android,very bad app,1
Digital_Governance,DigiLocker,com.digilocker.android,good,4
Digital_Governance,DigiLocker,com.digilocker.android,🙏🌺श्री गणेशाय नमः🙏🌺,5
Digital_Governance,DigiLocker,com.digilocker.android,nice,5
Digital_Governance,DigiLocker,com.digilocker.android,document ke liye 1 no ka apps digilocker,4
Digital_Governance,DigiLocker,com.digilocker.android,what happened to Digi locker this was not working now my documents are stored in this app,5
Digital_Governance,DigiLocker,com.digilocker.android,best,3
Digital_Governance,DigiLocker,com.digilocker.android,great..not fetching document..Thanks♥️,5
Digital_Governance,DigiLocker,com.digilocker.android,please add epic card document,4
Digital_Governance,DigiLocker,com.digilocker.android,jpg document uploaded on NCH portal not working. only pdf and sometimes selected pdf file also not fetching,1
Digital_Governance,DigiLocker,com.digilocker.android,very good,5
Digital_Governance,DigiLocker,com.digilocker.android,isme 2009 ka high school marksheet dekhne ka option nhi hai 🤔,1
Digital_Governance,DigiLocker,com.digilocker.android,very nice,5
Digital_Governance,DigiLocker,com.digilocker.android,nice,4
Digital_Governance,DigiLocker,com.digilocker.android,is there an glitchI . couldn't post my 12th marksheet. I couldn't find 2022 year,2
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,data theif,1
Digital_Governance,DigiLocker,com.digilocker.android,super,5
Digital_Governance,DigiLocker,com.digilocker.android,document save 💯💪,5
Digital_Governance,DigiLocker,com.digilocker.android,nice all certificates available,5
Digital_Governance,DigiLocker,com.digilocker.android,My linkedin vèryfication purposes Meny time after too not verified sussess being,1
Digital_Governance,DigiLocker,com.digilocker.android,good,2
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,this aap is very much for documents purpose,4
Digital_Governance,DigiLocker,com.digilocker.android,Nice,4
Digital_Governance,DigiLocker,com.digilocker.android,Download Digilocker app & save more documents.,5
Digital_Governance,DigiLocker,com.digilocker.android,very good,5
Digital_Governance,DigiLocker,com.digilocker.android,voter ID and passport is not available,5
Digital_Governance,DigiLocker,com.digilocker.android,It is sequired app and the file a be safe,5
Digital_Governance,DigiLocker,com.digilocker.android,good,5
Digital_Governance,DigiLocker,com.digilocker.android,bahut ghatiya app hai. error error error,1
Digital_Governance,DigiLocker,com.digilocker.android,nice,4
Digital_Governance,DigiLocker,com.digilocker.android,10th 12th bihar board option me hi nhi hai plz Add bihar board option,3
Digital_Governance,DigiLocker,com.digilocker.android,nice 👍,5
Digital_Governance,DigiLocker,com.digilocker.android,very good,4
Digital_Governance,DigiLocker,com.digilocker.android,3 rd class app,1
Digital_Governance,DigiLocker,com.digilocker.android,helpful,5
Digital_Governance,DigiLocker,com.digilocker.android,Thank you so much 😊🙏,5
Digital_Governance,DigiLocker,com.digilocker.android,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Good 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Good,2
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good app,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,2
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,sahi hai,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,great,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,not to good,2
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Super,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,poor stability,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,vary good 👍👍👍👍👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very useful,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,it's good 😊,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good app,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,is smart,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,gud,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Nice 👍 app,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Best Apps for Pf,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very nice,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,2
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,2
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 👍,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,"Not all states included, especially Cyber literate states like maharashtra, karnataka, telangana, andhra. Useless app for those citizens.",1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,it's best,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice aap,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good 😊,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,helpfull,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Nice,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good supportting,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,achha hai,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,sarkari app hai but thoda dhire chalta hai,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good it is very helpful,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,NICE,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,2
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good We are you,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ओके,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very very gud,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 🙏🇮🇳,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice work,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,not work all the time smoothly,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,best app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent experience,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice 🙂,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,best app for the pf,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,somthing good but some missing,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good app my suport,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Nyc app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,గుడ్,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,All things at single click.Just need to update some schemes information and marketing of this app.People will definitely get benefits from it.,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,best results for Umang app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super 😊,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,thank,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Very Nice 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good 😊,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good working this app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,verry good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Nice aap,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,mast,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,best,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,great job this app,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,my passbook not updated,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very nice 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice app,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good work,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very bad,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,mast,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Exlent,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,help full,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,exlant,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,very good app.,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice 👍,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,this app don't work properly,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super UMANG App more help fullnk you,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 😊,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good communication,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent performance,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good 👍,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,wow,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,🤗🤗,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Nice 👍,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good aap,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,amazing 😍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,not responsibility app very voust,1
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,Good 👍,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,super,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,3
Digital_Governance,UMANG,in.gov.umang.negd.g2c,good,4
Digital_Governance,UMANG,in.gov.umang.negd.g2c,excellent 👍,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,best of umang aap,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,ok,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,nice,5
Digital_Governance,UMANG,in.gov.umang.negd.g2c,some times not opening,4
